13.2084, -0.6642, 11.1420
11.6168, -0.7682, 10.5269
10.1477, -0.7943, 9.9450
8.8206, -0.7636, 9.4017
7.6437, -0.6939, 8.8978
6.6173, -0.5990, 8.4314
5.7363, -0.4891, 7.9993
4.9919, -0.3714, 7.5980
4.3737, -0.2505, 7.2240
3.8702, -0.1292, 6.8742
3.4705, -0.0087, 6.5463
3.1642, 0.1107, 6.2379
2.9421, 0.2297, 5.9476
2.7962, 0.3497, 5.6740
2.7201, 0.4724, 5.4164
2.7090, 0.5999, 5.1741
2.7594, 0.7348, 4.9469
2.8695, 0.8798, 4.7348
3.0391, 1.0381, 4.5382
3.2693, 1.2130, 4.3579
3.5631, 1.4084, 4.1953
3.9247, 1.6282, 4.0520
4.3599, 1.8768, 3.9310
4.8761, 2.1591, 3.8358
5.4824, 2.4798, 3.7713
6.1889, 2.8438, 3.7443
7.0073, 3.2556, 3.7634
7.9499, 3.7189, 3.8398
9.0291, 4.2354, 3.9876
10.2563, 4.8037, 4.2243
11.6400, 5.4171, 4.5707
13.1832, 6.0616, 5.0503
14.8797, 6.7120, 5.6871
16.7090, 7.3298, 6.5023
18.6313, 7.8602, 7.5078
20.5815, 8.2332, 8.6973
22.4658, 8.3697, 10.0365
24.1632, 8.1943, 11.4548
25.5340, 7.6558, 12.8444
26.4386, 6.7495, 14.0728
26.7621, 5.5312, 15.0084
26.4406, 4.1140, 15.5544
25.4774, 2.6443, 15.6750
23.9438, 1.2653, 15.4024
21.9629, 0.0844, 14.8209
19.6837, -0.8431, 14.0385
17.2547, -1.5107, 13.1586
14.8047, -1.9468, 12.2631
12.4318, -2.1976, 11.4058
10.2028, -2.3127, 10.6162
8.1556, -2.3372, 9.9052
6.3058, -2.3080, 9.2725
4.6524, -2.2534, 8.7118
3.1834, -2.1938, 8.2146
1.8801, -2.1437, 7.7724
0.7197, -2.1127, 7.3776
-0.3218, -2.1077, 7.0245
-1.2689, -2.1331, 6.7085
-2.1453, -2.1921, 6.4271
-2.9740, -2.2872, 6.1788
-3.7764, -2.4201, 5.9639
-4.5731, -2.5926, 5.7837
-5.3831, -2.8062, 5.6411
-6.2246, -3.0623, 5.5403
-7.1144, -3.3617, 5.4871
-8.0678, -3.7044, 5.4892
-9.0987, -4.0889, 5.5559
-10.2180, -4.5115, 5.6984
-11.4335, -4.9651, 5.9296
-12.7477, -5.4375, 6.2633
-14.1559, -5.9106, 6.7127
-15.6437, -6.3583, 7.2886
-17.1839, -6.7463, 7.9955
-18.7345, -7.0323, 8.8277
-20.2365, -7.1698, 9.7645
-21.6152, -7.1138, 10.7661
-22.7844, -6.8301, 11.7730
-23.6548, -6.3061, 12.7102
-24.1469, -5.5590, 13.4977
-24.2041, -4.6382, 14.0657
-23.8044, -3.6186, 14.3692
-22.9658, -2.5867, 14.3973
-21.7439, -1.6227, 14.1736
-20.2217, -0.7871, 13.7473
-18.4958, -0.1135, 13.1793
-16.6631, 0.3903, 12.5295
-14.8101, 0.7360, 11.8481
-13.0066, 0.9467, 11.1718
-11.3037, 1.0503, 10.5236
-9.7349, 1.0738, 9.9158
-8.3185, 1.0412, 9.3529
-7.0613, 0.9718, 8.8345
-5.9613, 0.8808, 8.3572
-5.0109, 0.7790, 7.9171
-4.1990, 0.6741, 7.5096
-3.5124, 0.5711, 7.1306
-2.9376, 0.4733, 6.7766
-2.4612, 0.3821, 6.4444
-2.0705, 0.2983, 6.1318
-1.7540, 0.2218, 5.8366
-1.5013, 0.1519, 5.5572
-1.3035, 0.0880, 5.2925
-1.1528, 0.0288, 5.0411
-1.0430, -0.0268, 4.8024
-0.9686, -0.0800, 4.5755
-0.9257, -0.1323, 4.3599
-0.9109, -0.1849, 4.1548
-0.9223, -0.2393, 3.9600
-0.9583, -0.2969, 3.7749
-1.0185, -0.3592, 3.5993
-1.1032, -0.4279, 3.4330
-1.2134, -0.5047, 3.2757
-1.3509, -0.5918, 3.1274
-1.5183, -0.6912, 2.9883
-1.7191, -0.8056, 2.8586
-1.9577, -0.9378, 2.7389
-2.2394, -1.0912, 2.6300
-2.5707, -1.2693, 2.5331
-2.9594, -1.4766, 2.4502
-3.4146, -1.7180, 2.3839
-3.9469, -1.9988, 2.3377
-4.5686, -2.3250, 2.3168
-5.2936, -2.7031, 2.3281
-6.1376, -3.1396, 2.3807
-7.1177, -3.6404, 2.4873
-8.2518, -4.2104, 2.6639
-9.5576, -4.8513, 2.9316
-11.0511, -5.5594, 3.3166
-12.7431, -6.3228, 3.8500
-14.6346, -7.1160, 4.5667
-16.7111, -7.8952, 5.5008
-18.9337, -8.5934, 6.6784
-21.2305, -9.1187, 8.1042
-23.4888, -9.3596, 9.7458
-25.5541, -9.2028, 11.5177
-27.2397, -8.5645, 13.2751
-28.3520, -7.4273, 14.8296
-28.7296, -5.8678, 15.9900
-28.2837, -4.0526, 16.6188
-27.0245, -2.1971, 16.6757
-25.0597, -0.5031, 16.2257
-22.5665, 0.8917, 15.4071
-19.7491, 1.9330, 14.3811
-16.7999, 2.6370, 13.2892
-13.8745, 3.0619, 12.2315
-11.0825, 3.2810, 11.2654
-8.4895, 3.3640, 10.4147
-6.1255, 3.3682, 9.6820
-3.9941, 3.3372, 9.0587
-2.0821, 3.3014, 8.5321
-0.3655, 3.2815, 8.0894
1.1851, 3.2909, 7.7201
2.6009, 3.3376, 7.4163
3.9132, 3.4264, 7.1731
5.1519, 3.5593, 6.9883
6.3445, 3.7366, 6.8624
7.5156, 3.9567, 6.7980
8.6863, 4.2165, 6.7995
9.8738, 4.5106, 6.8732
11.0906, 4.8309, 7.0261
12.3434, 5.1660, 7.2657
13.6321, 5.5001, 7.5987
14.9483, 5.8133, 8.0292
16.2741, 6.0805, 8.5569
17.5806, 6.2730, 9.1746
18.8283, 6.3607, 9.8655
19.9673, 6.3151, 10.6019
20.9413, 6.1150, 11.3446
21.6919, 5.7516, 12.0459
22.1662, 5.2331, 12.6548
22.3246, 4.5864, 13.1245
22.1475, 3.8542, 13.4210
21.6394, 3.0890, 13.5281
20.8292, 2.3440, 13.4504
19.7661, 1.6646, 13.2096
18.5125, 1.0831, 12.8394
17.1364, 0.6162, 12.3778
15.7035, 0.2669, 11.8611
14.2719, 0.0278, 11.3199
12.8894, -0.1152, 10.7772
11.5918, -0.1783, 10.2487
10.4041, -0.1781, 9.7438
9.3414, -0.1295, 9.2672
8.4111, -0.0449, 8.8206
7.6150, 0.0661, 8.4036
6.9506, 0.1963, 8.0148
6.4131, 0.3408, 7.6527
5.9962, 0.4967, 7.3156
5.6933, 0.6626, 7.0021
5.4981, 0.8383, 6.7115
5.4051, 1.0247, 6.4431
5.4098, 1.2235, 6.1973
5.5092, 1.4371, 5.9746
5.7017, 1.6682, 5.7766
5.9873, 1.9199, 5.6053
6.3674, 2.1956, 5.4639
6.8449, 2.4988, 5.3565
7.4240, 2.8324, 5.2884
8.1096, 3.1992, 5.2666
8.9074, 3.6006, 5.2996
9.8226, 4.0363, 5.3977
10.8594, 4.5033, 5.5733
12.0192, 4.9948, 5.8400
13.2990, 5.4983, 6.2124
14.6885, 5.9946, 6.7043
16.1680, 6.4560, 7.3260
17.7044, 6.8458, 8.0810
19.2491, 7.1198, 8.9612
20.7367, 7.2297, 9.9416
22.0859, 7.1306, 10.9770
23.2053, 6.7910, 12.0021
24.0030, 6.2041, 12.9370
24.4001, 5.3952, 13.6997
24.3449, 4.4227, 14.2226
23.8235, 3.3688, 14.4667
22.8639, 2.3234, 14.4301
21.5310, 1.3659, 14.1450
19.9150, 0.5521, 13.6670
18.1169, -0.0905, 13.0605
16.2341, -0.5600, 12.3856
14.3515, -0.8728, 11.6907
12.5354, -1.0550, 11.0097
10.8329, -1.1357, 10.3628
9.2737, -1.1422, 9.7600
7.8725, -1.0982, 9.2040
6.6331, -1.0223, 8.6931
5.5513, -0.9288, 8.2235
4.6177, -0.8279, 7.7905
3.8198, -0.7266, 7.3897
3.1438, -0.6296, 7.0168
2.5753, -0.5397, 6.6682
2.1005, -0.4583, 6.3411
1.7063, -0.3860, 6.0330
1.3809, -0.3228, 5.7420
1.1136, -0.2682, 5.4666
0.8950, -0.2216, 5.2053
0.7170, -0.1821, 4.9573
0.5727, -0.1490, 4.7215
0.4561, -0.1214, 4.4972
0.3622, -0.0985, 4.2838
0.2868, -0.0797, 4.0807
0.2265, -0.0644, 3.8873
0.1782, -0.0519, 3.7031
0.1398, -0.0418, 3.5277
0.1092, -0.0336, 3.3606
0.0848, -0.0272, 3.2014
0.0655, -0.0220, 3.0498
0.0501, -0.0180, 2.9054
0.0378, -0.0148, 2.7678
0.0279, -0.0125, 2.6368
0.0199, -0.0107, 2.5119
0.0134, -0.0094, 2.3930
0.0080, -0.0086, 2.2796
0.0034, -0.0082, 2.1717
-0.0007, -0.0081, 2.0689
-0.0044, -0.0083, 1.9709
-0.0079, -0.0088, 1.8776
-0.0114, -0.0096, 1.7887
-0.0150, -0.0107, 1.7040
-0.0188, -0.0121, 1.6233
-0.0230, -0.0139, 1.5464
-0.0277, -0.0160, 1.4732
-0.0331, -0.0186, 1.4034
-0.0392, -0.0217, 1.3370
-0.0463, -0.0254, 1.2737
-0.0547, -0.0298, 1.2134
-0.0644, -0.0351, 1.1560
-0.0759, -0.0413, 1.1012
-0.0894, -0.0487, 1.0491
-0.1054, -0.0574, 0.9995
-0.1242, -0.0677, 0.9522
-0.1464, -0.0800, 0.9073
-0.1727, -0.0945, 0.8644
-0.2038, -0.1117, 0.8237
-0.2406, -0.1321, 0.7849
-0.2842, -0.1563, 0.7481
-0.3358, -0.1849, 0.7132
-0.3970, -0.2190, 0.6802
-0.4695, -0.2593, 0.6490
-0.5554, -0.3072, 0.6197
-0.6573, -0.3640, 0.5923
-0.7782, -0.4315, 0.5671
-0.9216, -0.5116, 0.5441
-1.0917, -0.6067, 0.5238
-1.2936, -0.7196, 0.5067
-1.5332, -0.8536, 0.4936
-1.8176, -1.0125, 0.4855
-2.1550, -1.2011, 0.4839
-2.5554, -1.4247, 0.4912
-3.0302, -1.6894, 0.5103
-3.5931, -2.0024, 0.5458
-4.2598, -2.3717, 0.6037
-5.0484, -2.8061, 0.6926
-5.9796, -3.3147, 0.8245
-7.0761, -3.9064, 1.0154
-8.3624, -4.5884, 1.2873
-9.8630, -5.3640, 1.6690
-11.6001, -6.2289, 2.1973
-13.5891, -7.1660, 2.9174
-15.8314, -8.1374, 3.8795
-18.3042, -9.0761, 5.1330
-20.9477, -9.8781, 6.7114
-23.6505, -10.4012, 8.6104
-26.2394, -10.4792, 10.7592
-28.4825, -9.9598, 12.9975
-30.1144, -8.7639, 15.0794
-30.8875, -6.9437, 16.7207
-30.6376, -4.7018, 17.6874
-29.3366, -2.3416, 17.8823
-27.1032, -0.1675, 17.3762
-24.1667, 1.6081, 16.3657
-20.8017, 2.9039, 15.0889
-17.2672, 3.7493, 13.7519
-13.7671, 4.2358, 12.4941
-10.4383, 4.4718, 11.3879
-7.3567, 4.5548, 10.4575
-4.5508, 4.5604, 9.6987
-2.0166, 4.5416, 9.0949
0.2689, 4.5327, 8.6268
2.3393, 4.5538, 8.2772
4.2316, 4.6154, 8.0333
5.9824, 4.7204, 7.8864
7.6249, 4.8668, 7.8321
9.1872, 5.0483, 7.8687
10.6909, 5.2545, 7.9967
12.1497, 5.4714, 8.2168
13.5690, 5.6814, 8.5288
14.9443, 5.8632, 8.9297
16.2615, 5.9931, 9.4116
17.4962, 6.0464, 9.9600
18.6154, 6.0000, 10.5527
19.5796, 5.8359, 11.1591
20.3466, 5.5448, 11.7427
20.8768, 5.1298, 12.2634
21.1388, 4.6074, 12.6835
21.1151, 4.0066, 12.9729
20.8052, 3.3653, 13.1136
20.2273, 2.7243, 13.1026
19.4161, 2.1215, 12.9504
18.4189, 1.5866, 12.6786
17.2896, 1.1391, 12.3146
16.0835, 0.7872, 11.8872
14.8523, 0.5304, 11.4228
13.6406, 0.3613, 10.9430
12.4847, 0.2690, 10.4642
11.4118, 0.2412, 9.9979
10.4409, 0.2656, 9.5511
9.5838, 0.3316, 9.1276
8.8467, 0.4302, 8.7294
8.2315, 0.5545, 8.3569
7.7373, 0.6994, 8.0098
7.3612, 0.8617, 7.6879
7.0994, 1.0395, 7.3908
6.9482, 1.2322, 7.1185
6.9039, 1.4403, 6.8716
6.9636, 1.6647, 6.6512
7.1255, 1.9074, 6.4590
7.3886, 2.1702, 6.2974
7.7532, 2.4553, 6.1700
8.2203, 2.7648, 6.0813
8.7919, 3.1001, 6.0367
9.4700, 3.4618, 6.0433
10.2566, 3.8490, 6.1091
11.1525, 4.2586, 6.2436
12.1564, 4.6844, 6.4570
13.2630, 5.1160, 6.7597
14.4621, 5.5380, 7.1613
15.7355, 5.9290, 7.6686
17.0556, 6.2617, 8.2829
18.3837, 6.5033, 8.9973
19.6686, 6.6187, 9.7931
20.8483, 6.5747, 10.6380
21.8528, 6.3467, 11.4853
22.6112, 5.9258, 12.2777
23.0598, 5.3245, 12.9544
23.1525, 4.5785, 13.4611
22.8684, 3.7423, 13.7601
22.2169, 2.8805, 13.8378
21.2361, 2.0563, 13.7055
19.9873, 1.3207, 13.3948
18.5455, 0.7067, 12.9495
16.9890, 0.2281, 12.4157
15.3914, -0.1172, 11.8351
13.8151, -0.3426, 11.2408
12.3094, -0.4670, 10.6561
10.9091, -0.5110, 10.0955
9.6369, -0.4939, 9.5667
8.5046, -0.4325, 9.0724
7.5162, -0.3400, 8.6125
6.6698, -0.2267, 8.1849
5.9597, -0.0998, 7.7872
5.3779, 0.0358, 7.4166
4.9156, 0.1774, 7.0708
4.5637, 0.3237, 6.7475
4.3140, 0.4745, 6.4452
4.1589, 0.6309, 6.1628
4.0923, 0.7944, 5.8996
4.1097, 0.9674, 5.6555
4.2080, 1.1526, 5.4306
4.3859, 1.3531, 5.2260
4.6438, 1.5726, 5.0429
4.9837, 1.8149, 4.8837
5.4092, 2.0841, 4.7512
5.9256, 2.3843, 4.6498
6.5395, 2.7196, 4.5848
7.2587, 3.0938, 4.5634
8.0919, 3.5098, 4.5947
9.0480, 3.9689, 4.6899
10.1350, 4.4699, 4.8630
11.3587, 5.0078, 5.1301
12.7209, 5.5716, 5.5094
14.2163, 6.1427, 6.0195
15.8293, 6.6921, 6.6771
17.5295, 7.1794, 7.4926
19.2683, 7.5523, 8.4644
20.9750, 7.7504, 9.5714
22.5577, 7.7129, 10.7674
23.9072, 7.3917, 11.9778
24.9088, 6.7668, 13.1051
25.4587, 5.8596, 14.0434
25.4835, 4.7371, 14.7007
24.9569, 3.5015, 15.0211
23.9064, 2.2686, 14.9978
22.4082, 1.1416, 14.6711
20.5719, 0.1923, 14.1136
18.5211, -0.5465, 13.4087
16.3741, -1.0757, 12.6334
14.2318, -1.4198, 11.8472
12.1712, -1.6144, 11.0898
10.2444, -1.6974, 10.3830
8.4819, -1.7035, 9.7358
6.8968, -1.6611, 9.1486
5.4890, -1.5924, 8.6172
4.2497, -1.5138, 8.1355
3.1647, -1.4371, 7.6971
2.2162, -1.3702, 7.2959
1.3855, -1.3187, 6.9269
0.6533, -1.2860, 6.5861
0.0010, -1.2747, 6.2702
-0.5894, -1.2865, 5.9771
-1.1347, -1.3226, 5.7051
-1.6507, -1.3844, 5.4534
-2.1524, -1.4732, 5.2218
-2.6540, -1.5907, 5.0105
-3.1693, -1.7388, 4.8205
-3.7115, -1.9199, 4.6537
-4.2939, -2.1367, 4.5126
-4.9300, -2.3923, 4.4009
-5.6333, -2.6900, 4.3235
-6.4175, -3.0330, 4.2870
-7.2967, -3.4242, 4.3001
-8.2845, -3.8653, 4.3737
-9.3936, -4.3561, 4.5214
-10.6347, -4.8929, 4.7595
-12.0146, -5.4669, 5.1072
-13.5340, -6.0619, 5.5849
-15.1833, -6.6515, 6.2127
-16.9393, -7.1970, 7.0063
-18.7596, -7.6464, 7.9710
-20.5792, -7.9358, 9.0943
-22.3081, -7.9966, 10.3376
-23.8346, -7.7677, 11.6311
-25.0343, -7.2129, 12.8755
-25.7874, -6.3382, 13.9545
-26.0003, -5.2008, 14.7583
-25.6258, -3.9037, 15.2100
-24.6755, -2.5736, 15.2854
-23.2182, -1.3314, 15.0163
-21.3651, -0.2668, 14.4762
-19.2486, 0.5735, 13.7572
-17.0001, 1.1838, 12.9478
-14.7336, 1.5872, 12.1183
-12.5378, 1.8222, 11.3164
-10.4736, 1.9313, 10.5693
-8.5772, 1.9536, 9.8881
-6.8649, 1.9218, 9.2739
-5.3379, 1.8612, 8.7224
-3.9871, 1.7906, 8.2265
-2.7971, 1.7234, 7.7790
-1.7487, 1.6689, 7.3733
-0.8210, 1.6332, 7.0036
0.0072, 1.6208, 6.6657
0.7569, 1.6345, 6.3563
1.4481, 1.6766, 6.0732
2.1000, 1.7489, 5.8154
2.7307, 1.8530, 5.5825
3.3571, 1.9908, 5.3754
3.9959, 2.1643, 5.1954
4.6627, 2.3756, 5.0454
5.3730, 2.6272, 4.9290
6.1417, 2.9214, 4.8515
6.9835, 3.2603, 4.8198
7.9124, 3.6453, 4.8426
8.9415, 4.0763, 4.9310
10.0819, 4.5506, 5.0981
11.3417, 5.0619, 5.3596
12.7241, 5.5983, 5.7324
14.2248, 6.1402, 6.2339
15.8285, 6.6585, 6.8790
17.5057, 7.1132, 7.6760
19.2086, 7.4540, 8.6213
20.8687, 7.6233, 9.6926
22.3975, 7.5647, 10.8434
23.6912, 7.2346, 12.0016
24.6419, 6.6168, 13.0744
25.1530, 5.7341, 13.9625
25.1578, 4.6511, 14.5810
24.6338, 3.4645, 14.8789
23.6090, 2.2826, 14.8508
22.1566, 1.2018, 14.5350
20.3811, 0.2891, 13.9989
18.3996, -0.4239, 13.3206
16.3248, -0.9375, 12.5723
14.2531, -1.2738, 11.8105
12.2586, -1.4656, 11.0730
10.3922, -1.5485, 10.3816
8.6843, -1.5550, 9.7453
7.1485, -1.5124, 9.1653
5.7857, -1.4418, 8.6382
4.5886, -1.3592, 8.1584
3.5441, -1.2759, 7.7199
2.6360, -1.1997, 7.3172
1.8469, -1.1358, 6.9453
1.1587, -1.0877, 6.6002
0.5541, -1.0576, 6.2788
0.0164, -1.0469, 5.9786
-0.4699, -1.0566, 5.6979
-0.9194, -1.0876, 5.4354
-1.3456, -1.1409, 5.1904
-1.7612, -1.2175, 4.9625
-2.1784, -1.3189, 4.7519
-2.6088, -1.4468, 4.5592
-3.0641, -1.6036, 4.3856
-3.5556, -1.7919, 4.2328
-4.0953, -2.0150, 4.1034
-4.6954, -2.2763, 4.0011
-5.3688, -2.5797, 3.9309
